prefixo_veiculo,veiculo_acessivel_pessoas_deficiencia,horario_universal_localizacao_capturada,latitude_localizada,longitude_localizada,sv,is,hora_referencia_infos,letreiro_completo,codigo_linha,sentido_linha,letreiro_destino_linha,letreiro_origem_linha,quantidade_veiculos_localizados
21636,True,2024-10-14T00:14:20Z,-23.565247999999997,-46.696033,,,21:14,209P-10,2216,1,TERM. PINHEIROS,CACHOEIRINHA,4
21641,True,2024-10-14T00:13:55Z,-23.492129,-46.685536,,,21:14,209P-10,2216,1,TERM. PINHEIROS,CACHOEIRINHA,4
21648,True,2024-10-14T00:14:37Z,-23.5186295,-46.678721499999995,,,21:14,209P-10,2216,1,TERM. PINHEIROS,CACHOEIRINHA,4
21644,True,2024-10-14T00:14:17Z,-23.534914999999998,-46.6743425,,,21:14,209P-10,2216,1,TERM. PINHEIROS,CACHOEIRINHA,4
78069,True,2024-10-14T00:14:01Z,-23.6451655,-46.789329499999994,,,21:14,7053-22,34664,2,TERM. CAMPO LIMPO,JD. MARIA SAMPAIO,1
41101,True,2024-10-14T00:14:16Z,-23.548969,-46.6292655,,,21:14,3160-10,125,1,TERM. PQ. D. PEDRO II,TERM. VL. PRUDENTE,2
41796,True,2024-10-14T00:13:59Z,-23.5455275,-46.63154,,,21:14,3160-10,125,1,TERM. PQ. D. PEDRO II,TERM. VL. PRUDENTE,2
78379,True,2024-10-14T00:14:25Z,-23.651658,-46.7907295,,,21:14,7053-10,34655,2,TERM. CAMPO LIMPO,JD. MACEDÔNIA,1
16154,True,2024-10-14T00:14:26Z,-23.4567555,-46.6849275,,,21:14,9004-10,871,1,TERM. CACHOEIRINHA,JD. ELISA MARIA,2
16326,True,2024-10-14T00:14:14Z,-23.466611,-46.670537499999995,,,21:14,9004-10,871,1,TERM. CACHOEIRINHA,JD. ELISA MARIA,2
48193,True,2024-10-14T00:14:21Z,-23.5668805,-46.5111005,,,21:14,4010-10,34951,2,TERM. VL. CARRÃO,JD. NSA. SRA. DO CARMO,1
66122,True,2024-10-14T00:14:12Z,-23.867085,-46.7640805,,,21:14,6L04-10,33948,2,TERM. PARELHEIROS,JD. ORIENTAL/FONTES,3
66847,True,2024-10-14T00:14:19Z,-23.8281815,-46.7272275,,,21:14,6L04-10,33948,2,TERM. PARELHEIROS,JD. ORIENTAL/FONTES,3
66538,True,2024-10-14T00:14:22Z,-23.8605085,-46.75073125,,,21:14,6L04-10,33948,2,TERM. PARELHEIROS,JD. ORIENTAL/FONTES,3
52059,True,2024-10-14T00:14:34Z,-23.577123999999998,-46.6077845,,,21:14,874T-10,307,1,LAPA,IPIRANGA,3
52923,True,2024-10-14T00:14:13Z,-23.578074,-46.6021865,,,21:14,874T-10,307,1,LAPA,IPIRANGA,3
52929,True,2024-10-14T00:14:32Z,-23.552503,-46.6611125,,,21:14,874T-10,307,1,LAPA,IPIRANGA,3
21388,True,2024-10-14T00:14:13Z,-23.473826,-46.5661475,,,21:14,701A-10,33457,2,METRÔ VL. MADALENA,PQ. EDU CHAVES,4
21368,True,2024-10-14T00:14:25Z,-23.493318125000002,-46.585879625000004,,,21:14,701A-10,33457,2,METRÔ VL. MADALENA,PQ. EDU CHAVES,4
21390,True,2024-10-14T00:14:28Z,-23.473947,-46.5664555,,,21:14,701A-10,33457,2,METRÔ VL. MADALENA,PQ. EDU CHAVES,4
21387,True,2024-10-14T00:14:33Z,-23.53037725,-46.59914475,,,21:14,701A-10,33457,2,METRÔ VL. MADALENA,PQ. EDU CHAVES,4
63027,True,2024-10-14T00:14:01Z,-23.612686375000003,-46.664685375000005,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
63095,True,2024-10-14T00:14:33Z,-23.6848065,-46.653604,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
63024,True,2024-10-14T00:14:15Z,-23.6848065,-46.653604,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
63049,True,2024-10-14T00:14:21Z,-23.6692805,-46.6340005,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
63371,True,2024-10-14T00:14:19Z,-23.692269500000002,-46.6445845,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
63029,True,2024-10-14T00:14:16Z,-23.685052499999998,-46.653792499999994,,,21:14,5106-21,34740,2,TERM. ÁGUA ESPRAIADA,JD. SELMA,6
78824,True,2024-10-14T00:13:58Z,-23.718654,-46.7846245,,,21:14,7006-10,1995,1,JD. ÂNGELA,JD. HORIZONTE AZUL,2
78775,True,2024-10-14T00:14:34Z,-23.750509,-46.777068,,,21:14,7006-10,1995,1,JD. ÂNGELA,JD. HORIZONTE AZUL,2
32065,True,2024-10-14T00:14:01Z,-23.4944855,-46.470219,,,21:14,211V-10,32922,2,PENHA,VL. PARANAGUÁ,3
32623,True,2024-10-14T00:14:03Z,-23.515833999999998,-46.545509499999994,,,21:14,211V-10,32922,2,PENHA,VL. PARANAGUÁ,3
32235,True,2024-10-14T00:14:36Z,-23.5082625,-46.5371155,,,21:14,211V-10,32922,2,PENHA,VL. PARANAGUÁ,3
68596,True,2024-10-14T00:14:21Z,-23.7103285,-46.62034,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68301,True,2024-10-14T00:14:10Z,-23.710393,-46.62002425,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68059,True,2024-10-14T00:14:25Z,-23.7103285,-46.62034,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68360,True,2024-10-14T00:14:07Z,-23.688128,-46.680588,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68217,True,2024-10-14T00:13:53Z,-23.7119775,-46.6181285,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68213,True,2024-10-14T00:14:20Z,-23.7103285,-46.62034,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
68100,True,2024-10-14T00:14:30Z,-23.6613215,-46.693996,,,21:14,5011-10,33883,2,STO. AMARO,ELDORADO,7
52902,True,2024-10-14T00:14:07Z,-23.5919028125,-46.5542565625,,,21:14,314J-10,310,1,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,4
52120,True,2024-10-14T00:14:13Z,-23.56448275,-46.6173095,,,21:14,314J-10,310,1,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,4
52032,True,2024-10-14T00:11:07Z,-23.6141705,-46.51755300000001,,,21:14,314J-10,310,1,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,4
52942,True,2024-10-14T00:14:05Z,-23.6141705,-46.51755300000001,,,21:14,314J-10,310,1,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,4
55231,True,2024-10-14T00:14:24Z,-23.538545499999998,-46.564205,,,21:14,573T-10,1632,1,METRÔ CARRÃO,TERM. SAPOPEMBA,4
55065,True,2024-10-14T00:14:29Z,-23.612841500000002,-46.494287,,,21:14,573T-10,1632,1,METRÔ CARRÃO,TERM. SAPOPEMBA,4
55411,True,2024-10-14T00:14:10Z,-23.547271000000002,-46.540456875000004,,,21:14,573T-10,1632,1,METRÔ CARRÃO,TERM. SAPOPEMBA,4
55457,True,2024-10-14T00:14:00Z,-23.563345249999998,-46.514854,,,21:14,573T-10,1632,1,METRÔ CARRÃO,TERM. SAPOPEMBA,4
51099,True,2024-10-14T00:14:24Z,-23.589358500000003,-46.6337405,,,21:14,477U-10,33074,2,METRÔ VL. MARIANA,HELIÓPOLIS,2
51071,True,2024-10-14T00:13:56Z,-23.584491,-46.625960000000006,,,21:14,477U-10,33074,2,METRÔ VL. MARIANA,HELIÓPOLIS,2
31064,True,2024-10-14T00:14:08Z,-23.510844249999998,-46.508745000000005,,,21:14,2626-10,376,1,TERM. PQ. D. PEDRO II,JD. NAZARÉ,3
31714,True,2024-10-14T00:14:25Z,-23.498041,-46.4582785,,,21:14,2626-10,376,1,TERM. PQ. D. PEDRO II,JD. NAZARÉ,3
31076,True,2024-10-14T00:14:25Z,-23.54041625,-46.612528,,,21:14,2626-10,376,1,TERM. PQ. D. PEDRO II,JD. NAZARÉ,3
32077,True,2024-10-14T00:14:29Z,-23.504820000000002,-46.512232499999996,,,21:14,2765-10,145,1,METRÔ TATUAPÉ,VL. CISPER,3
32601,True,2024-10-14T00:14:17Z,-23.493289,-46.493515,,,21:14,2765-10,145,1,METRÔ TATUAPÉ,VL. CISPER,3
32037,True,2024-10-14T00:14:27Z,-23.530500500000002,-46.55643875,,,21:14,2765-10,145,1,METRÔ TATUAPÉ,VL. CISPER,3
82737,True,2024-10-14T00:14:32Z,-23.545989,-46.6388205,,,21:14,7282-10,33239,2,PÇA. RAMOS DE AZEVEDO,PQ. CONTINENTAL,2
82550,True,2024-10-14T00:14:21Z,-23.539726875,-46.730166249999996,,,21:14,7282-10,33239,2,PÇA. RAMOS DE AZEVEDO,PQ. CONTINENTAL,2
22770,True,2024-10-14T00:14:01Z,-23.4656105,-46.6516035,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22860,True,2024-10-14T00:14:26Z,-23.4552075,-46.652635000000004,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22869,True,2024-10-14T00:14:06Z,-23.45473725,-46.661429749999996,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22873,True,2024-10-14T00:14:19Z,-23.4656105,-46.6516035,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22866,True,2024-10-14T00:14:22Z,-23.504980000000003,-46.68837975,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22862,True,2024-10-14T00:14:10Z,-23.4552075,-46.652635000000004,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22881,True,2024-10-14T00:14:37Z,-23.4653245,-46.6517335,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22894,True,2024-10-14T00:14:16Z,-23.480083,-46.6731465,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22870,True,2024-10-14T00:14:38Z,-23.46481,-46.65197525,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
22893,True,2024-10-14T00:14:21Z,-23.46481,-46.65197525,,,21:14,148L-10,33299,2,LAPA,COHAB ANTÁRTICA,10
66719,True,2024-10-14T00:14:05Z,-23.762982,-46.6956805,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66170,True,2024-10-14T00:14:30Z,-23.7812805,-46.67209375,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66975,True,2024-10-14T00:14:20Z,-23.7812805,-46.67209375,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66504,True,2024-10-14T00:14:08Z,-23.7812805,-46.67209375,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66355,True,2024-10-14T00:14:18Z,-23.7812805,-46.67209375,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66350,True,2024-10-14T00:14:06Z,-23.7812805,-46.67209375,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
66576,True,2024-10-14T00:14:01Z,-23.7804115,-46.6731975,,,21:14,6084-10,33937,2,TERM. VARGINHA,JD. CHÁC. DO SOL,7
15208,True,2024-10-14T00:14:23Z,-23.484253000000002,-46.72270949999999,,,21:14,1020-10,2497,1,CONEXÃO VL. IÓRIO ,PERUS,2
15248,True,2024-10-14T00:14:41Z,-23.40653375,-46.7629575,,,21:14,1020-10,2497,1,CONEXÃO VL. IÓRIO ,PERUS,2
66891,True,2024-10-14T00:14:33Z,-23.836117,-46.721208000000004,,,21:14,6L05-10,33941,2,TERM. PARELHEIROS,BARRAGEM,1
16293,True,2024-10-14T00:14:26Z,-23.463176500000003,-46.6814205,,,21:14,938P-10,33656,2,METRÔ BARRA FUNDA,JD. TEREZA,5
16042,True,2024-10-14T00:14:07Z,-23.463069,-46.6814145,,,21:14,938P-10,33656,2,METRÔ BARRA FUNDA,JD. TEREZA,5
16090,True,2024-10-14T00:14:24Z,-23.522886125,-46.689035875,,,21:14,938P-10,33656,2,METRÔ BARRA FUNDA,JD. TEREZA,5
16178,True,2024-10-14T00:14:28Z,-23.522743625,-46.690957312500004,,,21:14,938P-10,33656,2,METRÔ BARRA FUNDA,JD. TEREZA,5
16786,True,2024-10-14T00:14:12Z,-23.463069,-46.6814145,,,21:14,938P-10,33656,2,METRÔ BARRA FUNDA,JD. TEREZA,5
35797,True,2024-10-14T00:14:37Z,-23.590939749999997,-46.398280125,,,21:14,4093-10,2448,1,TERM. CID. TIRADENTES,CID. TIRADENTES,5
35778,True,2024-10-14T00:14:23Z,-23.5830225,-46.4086875,,,21:14,4093-10,2448,1,TERM. CID. TIRADENTES,CID. TIRADENTES,5
35709,True,2024-10-14T00:14:37Z,-23.588952,-46.395677,,,21:14,4093-10,2448,1,TERM. CID. TIRADENTES,CID. TIRADENTES,5
35737,True,2024-10-14T00:14:32Z,-23.588952,-46.395677,,,21:14,4093-10,2448,1,TERM. CID. TIRADENTES,CID. TIRADENTES,5
35960,True,2024-10-14T00:14:39Z,-23.588952,-46.395677,,,21:14,4093-10,2448,1,TERM. CID. TIRADENTES,CID. TIRADENTES,5
22798,True,2024-10-14T00:14:19Z,-23.5217635,-46.6116655,,,21:14,278A-10,33474,2,PENHA  ,METRÔ SANTANA,2
22813,True,2024-10-14T00:14:28Z,-23.513185,-46.5342505,,,21:14,278A-10,33474,2,PENHA  ,METRÔ SANTANA,2
36649,True,2024-10-14T00:14:36Z,-23.546198500000003,-46.461079999999995,,,21:14,3756-10,1050,1,METRÔ ITAQUERA ,BARRO BRANCO,4
36207,True,2024-10-14T00:14:06Z,-23.5528905,-46.457451125000006,,,21:14,3756-10,1050,1,METRÔ ITAQUERA ,BARRO BRANCO,4
36539,True,2024-10-14T00:13:58Z,-23.591324,-46.389072,,,21:14,3756-10,1050,1,METRÔ ITAQUERA ,BARRO BRANCO,4
36575,True,2024-10-14T00:14:12Z,-23.567685,-46.402966,,,21:14,3756-10,1050,1,METRÔ ITAQUERA ,BARRO BRANCO,4
21391,True,2024-10-14T00:14:23Z,-23.5448285,-46.6433995,,,21:14,701A-10,689,1,METRÔ VL. MADALENA,PQ. EDU CHAVES,3
21389,True,2024-10-14T00:14:20Z,-23.546993,-46.690326,,,21:14,701A-10,689,1,METRÔ VL. MADALENA,PQ. EDU CHAVES,3
21399,True,2024-10-14T00:14:24Z,-23.536082625,-46.602424625,,,21:14,701A-10,689,1,METRÔ VL. MADALENA,PQ. EDU CHAVES,3
52849,True,2024-10-14T00:13:59Z,-23.547036,-46.628932,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52758,True,2024-10-14T00:14:18Z,-23.58338175,-46.55203125,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52749,True,2024-10-14T00:14:03Z,-23.6143895,-46.498814625,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52711,True,2024-10-14T00:14:36Z,-23.547036,-46.628932,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52842,True,2024-10-14T00:14:38Z,-23.6141145,-46.476496999999995,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52723,True,2024-10-14T00:14:18Z,-23.6141145,-46.476496999999995,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52747,True,2024-10-14T00:14:24Z,-23.6141145,-46.476496999999995,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
52727,True,2024-10-14T00:14:01Z,-23.599552,-46.529858000000004,,,21:14,5110-10,34977,2,TERM. MERCADO,TERM. SÃO MATEUS,8
32073,True,2024-10-14T00:14:36Z,-23.521662999999997,-46.52973,,,21:14,2755-10,33001,2,METRÔ PENHA,GUAIANASES,3
32005,True,2024-10-14T00:13:57Z,-23.532943500000002,-46.5433115,,,21:14,2755-10,33001,2,METRÔ PENHA,GUAIANASES,3
32242,True,2024-10-14T00:14:10Z,-23.512355,-46.432567500000005,,,21:14,2755-10,33001,2,METRÔ PENHA,GUAIANASES,3
55017,True,2024-10-14T00:14:18Z,-23.612089750000003,-46.45466925,,,21:14,3099-10,33847,2,JD. DA CONQUISTA,HOSP. SÃO MATEUS,4
55105,True,2024-10-14T00:14:02Z,-23.593412875000002,-46.488488499999995,,,21:14,3099-10,33847,2,JD. DA CONQUISTA,HOSP. SÃO MATEUS,4
55142,True,2024-10-14T00:14:09Z,-23.610959,-46.476257875,,,21:14,3099-10,33847,2,JD. DA CONQUISTA,HOSP. SÃO MATEUS,4
55376,True,2024-10-14T00:14:22Z,-23.6187865,-46.461338,,,21:14,3099-10,33847,2,JD. DA CONQUISTA,HOSP. SÃO MATEUS,4
52815,True,2024-10-14T00:14:25Z,-23.585085499999998,-46.582558500000005,,,21:14,5109-10,1851,1,TERM. MERCADO,TERM. VL. PRUDENTE,1
26084,True,2024-10-14T00:14:31Z,-23.471871999999998,-46.6346485,,,21:14,118Y-10,841,1,LAPA,LAUZANE PAULISTA,4
26160,True,2024-10-14T00:14:23Z,-23.48363675,-46.651475500000004,,,21:14,118Y-10,841,1,LAPA,LAUZANE PAULISTA,4
26104,True,2024-10-14T00:14:16Z,-23.517380625,-46.699082375,,,21:14,118Y-10,841,1,LAPA,LAUZANE PAULISTA,4
26049,True,2024-10-14T00:14:15Z,-23.507403500000002,-46.68215025,,,21:14,118Y-10,841,1,LAPA,LAUZANE PAULISTA,4
80056,True,2024-10-14T00:14:16Z,-23.5946775,-46.76048,,,21:14,8024-10,2075,1,BUTANTÃ,JD. JAQUELINE,1
22620,True,2024-10-14T00:14:24Z,-23.49239425,-46.5790005,,,21:14,2012-10,35049,2,SHOP.D,VL. MEDEIROS,1
31930,True,2024-10-14T00:13:59Z,-23.55812,-46.523185999999995,,,21:14,4315-10,34943,2,TERM. PQ. D. PEDRO II,TERM. VL. CARRÃO,1
68593,True,2024-10-14T00:14:04Z,-23.687824,-46.658593499999995,,,21:14,546J-31,2015,1,STO. AMARO,JD. SELMA,4
68556,True,2024-10-14T00:14:05Z,-23.67482,-46.661744,,,21:14,546J-31,2015,1,STO. AMARO,JD. SELMA,4
68316,True,2024-10-14T00:14:26Z,-23.662496,-46.692569500000005,,,21:14,546J-31,2015,1,STO. AMARO,JD. SELMA,4
68412,True,2024-10-14T00:13:53Z,-23.69270925,-46.658944875,,,21:14,546J-31,2015,1,STO. AMARO,JD. SELMA,4
45645,True,2024-10-14T00:14:09Z,-23.5844045,-46.519586000000004,,,21:14,3762-10,1053,1,METRÔ TATUAPÉ,JD. IVA,3
45516,True,2024-10-14T00:14:25Z,-23.553549,-46.553002,,,21:14,3762-10,1053,1,METRÔ TATUAPÉ,JD. IVA,3
45607,True,2024-10-14T00:13:59Z,-23.559278,-46.5459095,,,21:14,3762-10,1053,1,METRÔ TATUAPÉ,JD. IVA,3
16245,True,2024-10-14T00:13:04Z,-23.513153,-46.6905325,,,21:14,9181-10,33653,2,LAPA,VL. TEREZINHA,3
16362,True,2024-10-14T00:13:58Z,-23.4973245,-46.689873,,,21:14,9181-10,33653,2,LAPA,VL. TEREZINHA,3
16265,True,2024-10-14T00:14:28Z,-23.507349124999998,-46.68923062500001,,,21:14,9181-10,33653,2,LAPA,VL. TEREZINHA,3
16041,True,2024-10-14T00:14:22Z,-23.489473,-46.723282999999995,,,21:14,9015-10,1269,1,TERM. PIRITUBA,VL. ZATT,1
36293,True,2024-10-14T00:14:37Z,-23.58199975,-46.41433475,,,21:14,3064-41,1933,1,STA. ETELVINA II B6,TERM. CID. TIRADENTES,1
64418,True,2024-10-14T00:14:26Z,-23.646586749999997,-46.645936000000006,,,21:14,N633-11,2398,1,MORUMBI SHOP.,METRÔ JABAQUARA,1
31590,True,2024-10-14T00:14:25Z,-23.550840625,-46.607437499999996,,,21:14,4313-10,34941,2,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,5
31093,True,2024-10-14T00:14:15Z,-23.580191874999997,-46.4128965,,,21:14,4313-10,34941,2,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,5
31286,True,2024-10-14T00:14:28Z,-23.596052999999998,-46.453267,,,21:14,4313-10,34941,2,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,5
31261,True,2024-10-14T00:14:39Z,-23.539958374999998,-46.542935375,,,21:14,4313-10,34941,2,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,5
31254,True,2024-10-14T00:14:10Z,-23.583196,-46.407725,,,21:14,4313-10,34941,2,TERM. PQ. D. PEDRO II,TERM. CID. TIRADENTES,5
76375,True,2024-10-14T00:14:35Z,-23.6347095,-46.723969499999995,,,21:14,6291-10,358,1,TERM. BANDEIRA,INOCOOP CAMPO LIMPO,2
76366,True,2024-10-14T00:14:31Z,-23.58474575,-46.68793075,,,21:14,6291-10,358,1,TERM. BANDEIRA,INOCOOP CAMPO LIMPO,2
64439,True,2024-10-14T00:14:37Z,-23.62553725,-46.6404665,,,21:14,609J-10,35010,2,METRÔ SÃO JUDAS,AEROPORTO,1
32952,True,2024-10-14T00:14:01Z,-23.498168999999997,-46.376669500000006,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
32520,True,2024-10-14T00:14:00Z,-23.495269,-46.404499,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
32904,True,2024-10-14T00:14:30Z,-23.4925435,-46.388335,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
32503,True,2024-10-14T00:13:54Z,-23.497997624999996,-46.376735124999996,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
32103,True,2024-10-14T00:14:19Z,-23.540174,-46.483585500000004,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
32907,True,2024-10-14T00:14:26Z,-23.497997624999996,-46.376735124999996,,,21:14,273X-10,33160,2,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,6
52078,True,2024-10-14T00:14:14Z,-23.6016075,-46.53405,,,21:14,519M-10,34979,2,MUSEU DO IPIRANGA,SÃO MATEUS,2
52065,True,2024-10-14T00:14:09Z,-23.580108,-46.610811999999996,,,21:14,519M-10,34979,2,MUSEU DO IPIRANGA,SÃO MATEUS,2
66037,True,2024-10-14T00:14:16Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66694,True,2024-10-14T00:14:40Z,-23.7727445,-46.720183,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66378,True,2024-10-14T00:14:06Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66163,True,2024-10-14T00:14:38Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66475,True,2024-10-14T00:14:28Z,-23.8196185,-46.705625999999995,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66260,True,2024-10-14T00:14:30Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66810,True,2024-10-14T00:14:30Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66568,True,2024-10-14T00:14:14Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
66093,True,2024-10-14T00:14:38Z,-23.8274015,-46.69739250000001,,,21:14,6072-10,34356,2,TERM. VARGINHA,JD. SÃO NICOLAU,9
61345,True,2024-10-14T00:14:11Z,-23.737344,-46.697708500000005,,,21:14,6970-10,1505,1,TERM. STO. AMARO,TERM. GRAJAÚ,3
61585,True,2024-10-14T00:14:15Z,-23.7143375,-46.70780549999999,,,21:14,6970-10,1505,1,TERM. STO. AMARO,TERM. GRAJAÚ,3
61321,True,2024-10-14T00:14:35Z,-23.672824624999997,-46.712177374999996,,,21:14,6970-10,1505,1,TERM. STO. AMARO,TERM. GRAJAÚ,3
82653,True,2024-10-14T00:11:08Z,-23.53661,-46.6775025,,,21:14,7267-10,34195,2,PÇA. RAMOS DE AZEVEDO,APIACÁS,3
82708,True,2024-10-14T00:12:18Z,-23.536766,-46.6772695,,,21:14,7267-10,34195,2,PÇA. RAMOS DE AZEVEDO,APIACÁS,3
82713,True,2024-10-14T00:14:14Z,-23.5463265,-46.639084,,,21:14,7267-10,34195,2,PÇA. RAMOS DE AZEVEDO,APIACÁS,3
36076,True,2024-10-14T00:14:00Z,-23.510136,-46.3977525,,,21:14,3008-10,35283,2,CPTM ITAIM PAULISTA,JD. MIRIAM,2
36208,True,2024-10-14T00:14:19Z,-23.52384875,-46.39582775,,,21:14,3008-10,35283,2,CPTM ITAIM PAULISTA,JD. MIRIAM,2
12645,True,2024-10-14T00:13:59Z,-23.520177500000003,-46.700295499999996,,,21:14,8000-1,35274,2,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,5
12782,True,2024-10-14T00:14:06Z,-23.520332500000002,-46.699903,,,21:14,8000-1,35274,2,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,5
12732,True,2024-10-14T00:14:03Z,-23.547560500000003,-46.640557,,,21:14,8000-1,35274,2,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,5
12682,True,2024-10-14T00:14:04Z,-23.532307000000003,-46.65802025000001,,,21:14,8000-1,35274,2,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,5
12592,True,2024-10-14T00:14:36Z,-23.53741875,-46.648948,,,21:14,8000-1,35274,2,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,5
55427,True,2024-10-14T00:14:27Z,-23.616221,-46.610636,,,21:14,4716-10,33874,2,METRÔ STA. CRUZ,SACOMÃ,3
55459,True,2024-10-14T00:14:24Z,-23.601609,-46.600950499999996,,,21:14,4716-10,33874,2,METRÔ STA. CRUZ,SACOMÃ,3
55045,True,2024-10-14T00:14:12Z,-23.604243,-46.627502,,,21:14,4716-10,33874,2,METRÔ STA. CRUZ,SACOMÃ,3
31171,True,2024-10-14T00:14:16Z,-23.5435905,-46.4709915,,,21:14,4310-10,34928,2,TERM. PQ. D. PEDRO II,E.T. ITAQUERA,4
31149,True,2024-10-14T00:14:27Z,-23.54933475,-46.604704,,,21:14,4310-10,34928,2,TERM. PQ. D. PEDRO II,E.T. ITAQUERA,4
31357,True,2024-10-14T00:14:15Z,-23.537321249999998,-46.559848625,,,21:14,4310-10,34928,2,TERM. PQ. D. PEDRO II,E.T. ITAQUERA,4
31193,True,2024-10-14T00:13:57Z,-23.542423499999998,-46.480717375,,,21:14,4310-10,34928,2,TERM. PQ. D. PEDRO II,E.T. ITAQUERA,4
36199,True,2024-10-14T00:14:02Z,-23.544535,-46.389844,,,21:14,2021-10,33674,2,CPTM GUAIANASES,JD. BANDEIRANTES,4
36261,True,2024-10-14T00:14:00Z,-23.544535,-46.389844,,,21:14,2021-10,33674,2,CPTM GUAIANASES,JD. BANDEIRANTES,4
36157,True,2024-10-14T00:14:17Z,-23.540057,-46.399933,,,21:14,2021-10,33674,2,CPTM GUAIANASES,JD. BANDEIRANTES,4
